year,ISO3,ADM0_EN,ADM0_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
2024,VNM,Viet Nam,VN,50434533,50334364,100768914,3518411,3711367,3972062,3477952,3148758,3251812,4136017,4102442,3779587,3290727,3085535,2829066,2617640,2063015,1380289,813141,1256714,3889961,4069403,4341350,3722405,3336556,3399849,4277272,4245246,3849360,3307248,3041626,2657244,2270564,1663703,1026150,560234,676193,7408372,7780770,8313414,7200357,6485319,6651665,8413293,8347688,7628949,6597976,6127161,5486308,4888204,3726719,2406440,1373375,1932906
